Order_id,Customer_id,Order_date,Order_status
444144dc-f6cd-43f1-9d8e-7ea8a56b2e3f,4083ecc5-cb83-479c-9200-f6f078ed96ed,2023-12-11,Canceled
019f1a96-8191-4077-82e1-c991a50153a1,50ef3507-7485-42a4-9bd2-c29ec1117665,2022-06-12,Shipped
10ed0e63-0d7f-4156-9e75-2ea7bd7ed53b,1582e62b-1d6b-4466-a78c-954081568991,2023-09-12,Processing
b8b93d99-8051-4efa-9074-d2062d56d96f,76e56e92-a8c0-4b84-84e1-1203911df2e4,2023-04-20,Delivered
b7ea5114-8513-4502-bffe-380ed7a3961b,4aa272aa-b819-44e0-bc21-e33654722ba5,2022-06-01,Canceled
984ee4c0-6a04-4488-b52c-498dacd6cb43,d4deb78c-663b-41c8-823a-2cd56771856a,2023-06-18,Processing
11e48d01-1b4e-4501-bd32-1025620053df,84635f23-dedb-4212-b882-4fe34a202ff9,2023-12-01,Processing
90d32835-e8d2-4d10-a67a-09317583848f,0dd0d959-2e36-4175-8998-f27390197eed,2022-05-22,Canceled
d10ff139-d5da-404c-adc1-7535a6dad740,bb2358ea-31fd-47c1-90ac-27c99fffff68,2023-03-10,Processing
bfd03bca-6964-4498-a325-ae1de4cb0700,da2d505f-ae08-4e2b-9d79-23eadaa8ac35,2023-01-16,Canceled
ad8b7c99-a54b-479c-9710-d7916d7feb9a,35fbcdc4-4f9a-4988-a39c-15b3b2b1285d,2022-04-19,Delivered
17e8e77d-c22e-472d-aacf-690468fe17b4,cadaf604-a120-46ee-915c-852a68491652,2023-11-05,Processing
20ae5ac6-2a61-4d59-8dab-82e590759ff1,d066f5f9-1394-4126-a733-9051e9f3283a,2023-07-12,Canceled
bf5761ce-734a-4017-aed6-c9fee57b767d,05178f87-62bd-4599-91d0-a16467db8fe5,2022-07-02,Processing
722e0c40-7b76-43f5-987b-11ae04e64e7d,52fe3fd3-f67b-4e1c-9fcb-ac2a6c095818,2022-04-04,Canceled
cf5b7dc0-9b8b-475f-b939-d2ccaac638a0,e0571a45-72d8-4657-878a-dd0f2a097c2f,2024-07-09,Shipped
2c84373e-a220-46e7-8566-d7cd76b11abd,e0f73892-c693-4271-ae36-39bcbe111b04,2022-03-07,Delivered
b45bacd4-b9ee-4c7e-82ae-5daa5e3b3a15,a77eab2a-3142-4b95-b865-1786345c2a4b,2023-05-08,Processing
e369c545-b92e-4e5a-b747-6495edadaaf0,dc751001-2e7f-4007-8829-38204b2297a4,2022-05-23,Processing
0d8c688c-8c71-4ec1-a482-3f2be66e511b,9d163de8-12d6-4b2e-a292-d15003ba9c0a,2023-09-15,Delivered
d3c5bcba-8844-4802-a806-3804890d79b4,3429401f-9e86-475e-a0e6-16914287dc66,2023-03-19,Shipped
d4a9efb9-00e5-4e36-80fd-00b3856e3e24,0038280e-e4d4-42b1-b119-55b1be2878ab,2023-04-05,Shipped
f5f30bf6-5a41-4b76-a4f7-3421a072a67d,886c0d1c-1de3-4ade-bf32-2a42bcf0763a,2022-07-15,Delivered
bc29c709-67be-4404-853c-2c3df17a4e54,62b8c135-cc9c-421c-94bf-5a0545dab523,2024-04-09,Delivered
de763b79-be39-4a9c-932a-b376e08d00a9,b0a1989b-cbda-4725-a899-2bb4bc481a64,2024-12-28,Processing
a6cfe503-03f1-4762-bda1-2e5e298cb04d,0428d39e-bfb6-43f3-8cbd-ae7bf1622751,2023-07-17,Processing
6c7e2621-d51c-49db-882e-eef970ddee8a,7591bff6-740d-4a8f-8276-efe139bbb690,2023-06-01,Shipped
42e8409e-46ff-40e3-8e7d-9acacd0e5f94,0a115418-4bfa-4b83-96cf-1777ea88a209,2023-04-02,Canceled
0c6d0c75-6616-44f4-b41c-19c7dd2e6b19,41473ec2-0d74-489a-8233-e014d585a4bc,2024-10-13,Delivered
f9740b7a-cfe7-4ea3-9424-ed5532beb191,d0687d7c-7856-4358-8c25-896ecb67fd9f,2022-10-25,Canceled
24dd44ad-1ebc-4ff2-b862-537be61bbf0d,4bdebeee-4e0b-4fe7-9d04-bc0ac9188d82,2023-03-25,Processing
a39d6437-d1f4-4240-8629-fe5824dde772,515c518e-0ada-4a22-9c8a-f8461fac8c18,2023-02-26,Canceled
628929bd-9b46-47c3-b099-983d292d9448,104ce3fa-629e-4999-a549-96f2c46e31d7,2022-10-20,Shipped
742aa915-67bd-42d3-a796-2631724603af,9c865f2b-d095-421f-a9e6-2ab7ff3bc3bd,2022-10-02,Canceled
ccc160c9-8077-4da3-8db1-5beb8502a5c8,debbf61b-5031-4850-a29f-5c091696d605,2023-08-04,Shipped
ef5a07f3-f640-46a9-bc1a-63077c16c79f,da74a9b0-e1d8-4f46-8eac-c5a8c1cc33ba,2023-12-24,Shipped
9a17de34-de42-48fa-9cf4-efc99f2ced66,bf6d0c49-891c-49ac-b6a5-ae30aba90e9c,2022-03-26,Delivered
914b6680-e8ba-43f7-8e76-e0bcb7690b39,400743cd-39da-4d80-9a81-b47e5adce934,2023-07-26,Processing
bba407a2-54c0-4d07-9199-43fec924a811,195dd829-d8aa-49ad-99e6-f3efb7edd42c,2024-02-21,Processing
98df10fa-bcb7-4018-bbd5-658eb73502b1,ec60d551-55c6-45d8-a0ed-ffd81e1b555b,2025-01-22,Canceled
76b2b453-2ecc-4976-b3c6-ad561a39d298,e5563cbb-57b8-407d-9ced-dc92dfe62050,2022-06-01,Processing
16d3315e-f51e-4be6-88f9-e92f35eb70c0,6aaefee2-d08b-4a74-aeb6-046fc6e8bc02,2024-01-02,Processing
56aa4c87-34b4-4a92-800a-666e3ee80411,beabfdad-22fb-47c6-86e8-63357db30a2d,2022-03-17,Processing
8fa007de-0e95-4475-a95f-ba56ed8e6ec4,b3b81b0c-b4bf-4473-b852-3cf37169a127,2022-04-09,Processing
1b22441b-b461-4e04-9205-6944a0bcfc54,bbf559ab-bb44-4826-92d9-3a399c056c13,2024-07-21,Shipped
42ea1bb8-4b07-4d95-9c58-30abf9d3f049,4c301a99-2dd6-4052-8f08-5044c274ae0b,2023-02-15,Processing
50cb5ee6-cdaa-4ae9-b4c3-ac851130f9a4,c0e0d9bb-6af7-4ac9-b270-9663dedd8dd7,2025-02-01,Canceled
1c49d9e1-0ede-412c-8ebf-5fc6dc4b7764,090b542c-81e7-4c78-8e2b-152557874ba1,2024-12-25,Delivered
c943714a-8066-4b31-baf0-1e7567b0f2bb,8d7b71f9-b319-4624-be55-aecc4eeae0c2,2023-02-16,Processing
5ea7b48f-3b0f-4ef5-97df-de1bbafa15e0,12a414ff-3f39-4b30-9492-10d8a2aff6ef,2022-03-25,Delivered
5371bd05-e151-4fa5-a79d-f6b28b66bc7d,84e46a45-67c2-4578-b0b4-785004442f9f,2024-12-01,Canceled
fb91a0ba-9c49-4359-b198-39de8cc2cfc0,547f4588-fd4e-4218-b425-a86db0bbc1bb,2022-06-12,Shipped
ff1d45db-32e2-4be8-a190-14ccab6a5751,23f35ab3-3a77-4432-b60d-653fdba6e894,2023-08-12,Canceled
95211675-aeaa-4201-ada0-598bc410ac4e,b0a256ca-c287-42d1-aef9-01663bbc32ea,2023-08-06,Delivered
002c28ad-9187-4e1a-ace3-1ec3a9fd09bc,69a5a1cb-fb59-4ba5-8141-23f94aaa54c6,2023-06-20,Canceled
746aa542-f30c-425b-b7a7-104aac3ee126,65fc8bf6-1ae9-4703-b540-244b0e472fcf,2023-03-24,Delivered
f6104406-836d-4baa-aa5e-00bce6c4fbf0,05ddfcb4-2ab5-4b2b-92f6-acac3db19cb1,2024-11-13,Shipped
7a7b43c9-68f8-4d97-a1d9-d7c1d70b1114,3300da31-7083-4e5a-bcd0-fb872a00ae91,2022-05-21,Shipped
0e6274c2-4674-4d39-9ffc-d67f8d367ede,88ed4316-ab1a-43f7-99e1-912f1342880b,2024-05-01,Canceled
f5e63511-98df-4bf2-b694-8d3401cff9d0,dbf09232-c5fa-4fec-adad-90f383c88887,2023-09-16,Shipped
c9c59026-b3fc-4975-9e72-eb1b14670fb0,2f280037-7e78-4473-a3b8-8a2cda48793e,2022-07-18,Processing
dcd2e9fd-30e5-4513-af6f-3505bef6343e,53c74e16-ba37-48eb-ab73-ca4317a4a8be,2024-06-04,Delivered
dca67dc5-923d-4eb3-ba0a-2d3f7b2d2d78,84da3808-98da-4ebd-9312-04a5f02230b2,2024-02-18,Shipped
ae291983-d176-452d-bf42-0296c69ad4d1,e96a7aa9-bac7-453d-80ba-717d9ceef4c2,2023-04-27,Canceled
eb6c2c47-abf0-4c4e-82e7-c6e848e9cc2d,99b3dbf5-7853-49b4-8612-b1b5b6da82c2,2023-03-01,Delivered
1c868cd2-adad-4ef1-8ac7-ae57464b9c90,09eafb2c-69e2-40c2-8384-23e98ca7953f,2024-02-03,Processing
1f1c6bfc-224c-4944-a576-5ae0238514e5,5af48327-2054-4055-b7b8-55372ee93cc3,2024-01-03,Processing
1b01d6f0-997a-4e63-955b-75635cd160da,1322916c-1ce9-47d8-8c75-afd1147caa89,2022-11-25,Shipped
590aa351-892b-4aa3-9256-187549b3c0e0,0dd0d959-2e36-4175-8998-f27390197eed,2022-03-17,Processing
1949f047-2929-4ea0-b603-facd14ec9610,a056bb3e-7c96-4287-a779-a055b0c6eb9f,2022-04-04,Canceled
1b5c3a0a-9c7a-4010-8a2a-6b76af5fba8f,221cc0ae-817b-434f-8c91-88cdfdecc7b9,2024-09-24,Canceled
46398bc0-e425-46be-b8c2-58035e40adc2,86de33df-6a8f-4287-9204-1100decc879c,2024-08-04,Processing
6cca0788-9bdc-405d-94b3-3a99a3b33d15,ad02c5e8-0278-48a1-82cf-930ed8bc134d,2024-12-16,Processing
8ae396a3-c835-4d06-aef2-884c93453638,2c25a64a-4abb-4f90-b76f-aa14dbe4aafb,2024-06-15,Shipped
9adff63e-4759-43c7-97aa-051ea4a66114,11c3f6e5-862e-4fc4-aa8a-b33454fcc79b,2025-02-13,Delivered
e82cb817-bc47-4e3b-823c-a70eafd8a459,e23ee23f-64b9-4e6c-97d6-a4c07d295213,2022-04-26,Canceled
b3c9f8c2-85ef-4f7f-874e-eb92832c062f,a5bea87c-0ab3-439b-9530-d40842619976,2023-08-15,Shipped
cd63b2e2-4eaf-4c5d-ba1d-ef5244180d1a,a78fbb5f-5379-4441-9873-b15268b44921,2025-02-18,Processing
8fa29db7-96e9-418c-a6c6-0cdf08de4fec,dc4c83c5-a6ad-4c05-b5a7-5f0204569d63,2024-09-28,Canceled
f2dd24c6-65a7-4e92-8f76-86dec3dbe5b8,3a2bba79-ab6c-4751-b6ce-f5b8bdef2db0,2024-04-08,Shipped
8ecee483-fb1a-41a8-913e-e07390c5e12f,7abbca1f-6d4d-4e45-aa3a-620b17506d89,2022-12-06,Canceled
48aa40bb-da9d-4f20-94cd-a90243dc98a2,1fcf2f54-3e5d-42a1-902b-7dae147cbeb9,2022-06-05,Processing
538c9bd3-f3a4-4f6f-a8a1-5b7c71266f47,370b9f9e-82a8-4daf-a845-52fdb024f5d8,2022-05-20,Shipped
dff33483-b175-4977-bbfa-8520fb01da60,2952e60b-c114-452d-bfa9-a4a3db46f08c,2023-11-02,Canceled
c3dd30ee-79aa-4e9d-9a51-9866aa5351fe,6d1847cd-b39c-461a-ab84-dd66e065cf9f,2023-01-19,Processing
e5cee33d-7ca4-4e60-a3c9-bfe4e90025d3,c87847ba-481e-423d-b196-483e33a9c998,2022-05-08,Processing
30650c19-2c0d-4d3f-93a2-0a49fd553ce9,1af89f4a-a2da-4542-ac9a-6adefd00755e,2024-08-23,Delivered
fbce3c89-7850-46b5-8168-051b51819d83,55449d4b-2b32-427f-b9ee-80fb7ed49310,2023-09-17,Processing
05209b8a-6f29-48c4-8dac-dfe0be46fcfb,d6fa3947-e0ae-4224-914d-647eb96008d0,2024-01-31,Processing
8669e32b-af7b-479f-a7e8-db8d00143205,79749f29-33f1-4b9f-942b-bbb9a885439b,2023-03-26,Shipped
dc965b7b-5dc8-4448-9eb5-210ce51bad92,89d25591-648f-46ec-b187-6c5aedda9554,2024-04-26,Delivered
6b64f5e9-f8ab-4ca1-b87d-944a7aaa34bc,6f0bcf4b-bc56-4990-a618-120467f4491f,2023-07-05,Canceled
c0b9bb75-2153-4771-b143-46e2359ef823,cd157502-fe22-442a-b030-6e6b8685af3e,2025-01-30,Processing
967dbf52-feee-4af2-a0de-4176a8ee6a84,83a2c317-3deb-4046-b1eb-ab4cc3ee32ed,2024-10-21,Processing
5e5f91d6-f5bc-45f1-b4a7-3f72772b165b,c39c8e04-a32c-40cc-9c84-0c623f19ff11,2024-06-24,Delivered
044f9e90-faa3-48e6-a0fb-d9e5c7a2c1bb,4c660259-c03d-4d8f-a78f-0513a23e03bd,2024-06-03,Processing
c72eb0dd-54d2-4794-a7b4-bd7eb79a6756,acde23b8-0a46-429a-8541-4912db48f79a,2024-06-22,Canceled
d615ae06-bf00-48cc-b921-85d12e387149,b6d64cf4-d6f8-40e1-beed-5ad15edf4da9,2023-02-21,Processing
8caa224e-cd18-4f03-b23d-9ac22bf51993,9655590d-1e62-417d-957b-e4611b983bb0,2024-07-21,Delivered
b73c372b-7d2b-4ba2-9de4-b1d810a5d32c,25b5cb5e-0537-4211-a84b-ccddb97fee1e,2023-09-09,Canceled
9b66863a-ef9a-4e1d-8ca9-7aedd9e56104,0e49db98-7603-431c-a972-04830e544263,2025-01-08,Delivered
85e99bc0-45cb-4471-ba60-535b4504277a,97b5ced8-15b5-48a3-bb03-958685a8fc78,2023-05-30,Canceled
b2517971-b8ba-48de-8823-3bb057bc6fa0,0655fbf8-3a67-4bce-8a1a-507726bc12e8,2022-10-04,Delivered
22b76852-bf29-4859-9dd4-0a3d3c9167b9,f27cd5c6-568f-4a41-a0c6-ddea489b4953,2024-04-30,Shipped
793b9090-fcfe-43bb-8760-9fdcd468cced,d8dd5c6f-a8b1-4a87-aa78-52816cbc6d46,2022-04-21,Delivered
1044fe92-20f7-4aa1-97ef-c5100730e149,d588c80c-acb0-47b5-bacf-9c834bf8e1ae,2025-01-04,Canceled
b4e0259a-b12d-47b8-b9b0-37515500def7,bc123b9c-d6b8-4ffc-8817-658e2033bb15,2023-12-26,Shipped
e8046f67-3ada-4391-80f8-0f956fc99c17,d9dd9f23-1524-441b-9bc0-9cb7ff558be0,2023-06-06,Delivered
d8eef780-68de-41d9-a308-5c0cffbac22c,7ce9446b-8343-4488-8724-98486bf0f789,2024-06-15,Delivered
a42d6bd9-37fa-42d8-8d25-76f6233e2b43,8a2f3dae-300f-4bda-8e39-9274df2de3d9,2024-10-21,Delivered
04b38212-554d-4c72-be76-dd2d36684cf9,729c0a27-c63d-4af2-892b-269ae3d29586,2025-02-05,Shipped
a08bca1a-35a5-41ef-b455-edc3a31ee865,aefe6ef1-3dd4-4ec7-a5a2-bb3f5cfb7522,2023-03-22,Canceled
e142fc61-35a4-4616-92e6-04693cb6bc8e,155b5dce-78f2-4fea-a4bf-622af485f491,2023-03-16,Canceled
f00be436-7182-42f6-ab91-a09c8f8a4613,5fa07267-fac7-443a-b5ab-ef8e3d4abe1b,2022-05-22,Delivered
82450c5d-46e0-4a38-99fe-946b12c8f19d,6dd82e4f-1f78-4ffe-b6e9-db4d86c452c3,2023-06-05,Canceled
1a8766bb-8fd3-4ef6-a3d8-63735f2ffd3e,287f1fac-b732-4859-80e8-0c2477d8afd0,2023-04-10,Shipped
973947e3-e5e7-42c3-bb9f-908080d64937,f7ee3b20-3f0c-464a-b844-3181ff467e50,2024-08-14,Canceled
d4b8858d-28d4-433c-9694-3e293e875f2c,545bd6a9-130a-4f84-86cb-fbafb4417af4,2022-08-16,Delivered
5db55058-b028-4a24-aaef-52890c3735f7,f558e73e-a3f5-4cf1-9b6f-0548235a206e,2024-04-24,Shipped
55979698-ab27-4419-9664-9704d25c835f,2040da80-495a-4f22-8e80-e93f2742a676,2025-01-07,Canceled
2969259a-c9a7-4122-95ba-f7a12a1e501d,dcc4f599-6781-45af-964c-51fc08078bd6,2024-01-13,Delivered
b5cbd778-1eed-4f09-a2a3-0e05ae7164fb,9422af50-ceb3-4796-bad3-44adc9173639,2024-11-19,Canceled
1958899e-ff00-4a4b-b99a-767878820c49,b05d87fb-5c07-40f7-a3d9-c5ebe6a51557,2024-02-26,Shipped
e0b8c372-1406-4639-8885-31cf438feff3,f680aa0f-c362-4277-a36b-06cc423f6e3f,2024-11-17,Delivered
02633b8f-1ec8-4015-a3d6-314f22a8b69f,6d3d943a-642e-41f3-8b8c-1d1cf15b17d3,2024-02-13,Processing
7f561bc3-a934-4a5d-83bc-a04a870ad30f,7999580e-21e1-4084-9886-b1ac09848c7f,2024-10-03,Delivered
1bc7f85d-ad0a-4b93-ba47-0a98a6438e25,4edfa69a-7210-439e-80ae-d35d72ea715c,2022-10-08,Canceled
de9cac0d-658c-4660-a5af-80cec9c4da86,941e3d01-f6a9-4e9d-83dc-6fa4bbe8a8eb,2022-12-28,Delivered
e6dad186-6e41-4737-abb0-82a2307fcab6,a57d6ec4-8f94-47bc-a45d-f144ac9550f2,2024-09-25,Shipped
529f4223-102b-4d14-aa21-4dcc14bd1c8b,cac4ce6e-c6f1-45ab-b431-1603c4b51333,2023-04-08,Shipped
5daf876f-1761-4e0d-9b08-70f97f793ec9,0a5f7185-acda-49b5-a7f0-e4281103975c,2022-08-02,Canceled
2e23e29d-4d5b-42d3-a3f4-49e8059014cf,fc988855-bfd0-47db-ac98-559d36bc42f4,2024-03-02,Delivered
8877b18d-d183-4807-9974-cf236a004036,e9ebae84-a92d-464b-8327-5bd53db8f25f,2022-03-16,Shipped
cb4d4d24-3a30-4897-ba72-bd296c6bc725,787241c8-9166-40c9-afeb-14df8e014d72,2022-09-05,Canceled
2e72f2b0-ac69-48d6-8399-1e0c9829ba15,bf2e1cb3-ffe4-4f45-92c4-0e3a3654870d,2024-04-06,Delivered
bb11fcbb-dda3-4ae5-a2e1-49ab01350c07,44bdd2a0-f896-4967-8435-8008dab71254,2022-12-29,Processing
44a0338f-67ec-46af-a0be-1f7e368f2e67,7f721d20-107f-419d-80ec-8ae2cd622486,2025-01-15,Processing
0fb570a2-7f9d-4d14-81f4-4b3bb2ab673c,8181344e-fe87-493c-925d-a5a4fb6d6de4,2024-09-27,Delivered
3dee311e-c1ff-4790-b2e4-a2c8eab1f75e,5ccf0247-f99e-4ccd-b0cf-05f2dad6136c,2022-05-22,Canceled
2c7fd392-5521-4c9b-b52f-adb7ee1fd745,0517c870-5817-4cd2-bdd4-b1244996a9bb,2024-03-16,Shipped
f2668fcd-ce80-4ba2-bb68-e8af5a10dba0,7799d1e7-f759-48df-a2c7-c48d057bce9b,2024-07-22,Processing
b2d33b43-b045-41fe-9e7c-9a63caf53ff6,f659037d-7ac7-415d-9f9d-4bf1c010c19c,2022-06-03,Canceled
76681c3a-ffdc-4ed7-9a7b-2d4040fc5039,ab2e2505-a20f-413e-9a01-4ba5301b8bc5,2023-03-22,Canceled
7ebeb49b-25dd-4e4c-b0a5-d53b2696000f,0e7aea33-9172-4574-b20f-ce0358368aac,2023-06-28,Processing
d708c755-460c-4e6d-9e60-591e8fc9c3de,a1c7b87e-928f-46a6-8430-f69eae3615d3,2024-02-04,Shipped
f7fdd65a-c4c7-4488-8d44-4fb3b24bc24f,9825006d-0046-46d9-b4a6-13ba3f857d94,2023-04-02,Shipped
7eb2f570-c872-45e4-8fbe-8d1ce2b6883a,cb204189-f854-4bb1-8a19-deb21f59477b,2022-12-11,Processing
d842fde1-f040-421b-a4db-158086192b5c,4292e08a-21c5-4d1c-b53d-d7a47c8781a3,2023-06-07,Processing
a1482c8a-403f-465b-8071-5a86d317656e,492f4ed5-9bc6-4aba-8486-d9931db3b8f3,2022-12-19,Shipped
846f638f-5165-431d-be52-fee19bf61217,9397a3a4-5ef2-4ec5-be46-42e37613d798,2023-02-20,Processing
b3bc4ede-10d7-4b9a-9911-7b96c9935bd9,7591bff6-740d-4a8f-8276-efe139bbb690,2023-04-08,Processing
61d4afca-7e20-4329-a38a-77d2be7f966a,028a54fa-e2f0-4d87-a996-7ea425840797,2022-11-13,Shipped
aa3f7dd6-4424-458f-b7ad-0d0d1989b75e,aad9133a-153c-41f0-8526-12f23143c5ec,2023-02-19,Delivered
8cd5b786-b8a6-4a19-8592-20fc97902abf,9b2c8ed9-cf70-4375-abf4-714ef0f5f36e,2022-10-21,Processing
e0b74792-9e62-4ee1-9bd6-9527e089c5ed,088cbc7e-6551-444d-a4d7-86d83eedd399,2024-07-06,Processing
917227a1-0924-4c6b-90e3-9e42711d7b0d,a13cd78c-073a-4300-9563-bd725f3865db,2024-04-21,Delivered
79ff0eef-4e33-4519-8e4c-d1a878a474d4,7b4b1436-267e-4863-82c5-016f7852ef4b,2023-06-09,Delivered
e7e4a2e4-7644-4c22-a031-9fec6a3a6c66,950baa2a-38ce-495c-8a1d-115289594666,2024-05-29,Processing
751e6c5c-7e80-4987-95e8-1f6b885e4d12,525c90dd-df93-4086-951b-cfe6ab53ac84,2022-07-27,Delivered
6346c01f-2b32-4bab-8822-c1316a180813,926843fa-1d36-4ea3-900a-a2cb8ac40e64,2023-12-05,Canceled
f2160453-6dbe-4e96-a83e-5d2abd0ae5cb,24659ba3-ecc1-467f-bf6b-00fd36ffada4,2023-09-26,Shipped
3e783441-3a3f-4c3a-af5c-add47efebbd6,12c5ce94-3765-4c98-968f-9bd7b58b9dd1,2024-01-13,Shipped
d075cb19-117a-4161-8fd5-a9c820591013,e5afcf7d-97c2-47e4-8f5e-902e9808ba60,2023-12-16,Processing
3e2a4a55-6214-4e43-b7fa-11f530e2380a,bc8e682e-fce5-4101-acf2-3924eb4ac6ca,2023-07-13,Shipped
dff3bbc8-5628-45bb-b090-1d98ddf002db,ea9d3ac7-0cfb-478c-b534-a48a46ebe9c6,2022-10-14,Shipped
341dbcce-4f6c-42df-bc38-730585239635,1fb7f875-c952-4d30-8804-7481df283e6c,2022-11-16,Canceled
879ca4a5-bcb9-4501-8bd8-03f2a9f13be1,a539e42c-e387-48c8-b66e-5f1d2d52b5c2,2022-05-19,Delivered
ec4e59e2-2946-44a0-aa45-965924765377,006d8af3-8ca3-47fd-b94b-987fa5254a89,2024-09-27,Delivered
ccef4ccb-f3a2-4d88-88b2-dd492b4c6ac2,ab643523-de53-457a-a3bc-1337f4b93c33,2023-02-24,Canceled
579d9a25-55ac-4064-b5a6-95745d582b8a,a484d126-56f6-4b25-add6-19c564b39c83,2024-11-28,Canceled
1cb7eba9-0593-4b9b-9f02-e301f7dd886a,f0ac887e-dd47-4504-b2c3-65b86cff3ab6,2023-04-23,Processing
bceb6c43-bfbf-4fea-b8b0-8f1e12a110a0,13d02dcc-8786-4f44-86d9-514005bd82fe,2024-07-03,Canceled
16198ce0-b784-472d-830b-7756040f3389,e8e270f5-5dea-42dd-931c-a675fd6793dd,2022-08-05,Delivered
f2d16ae1-8393-4239-8b99-7dd1645b8a60,87101c01-46aa-4525-87e4-0be4a13201f0,2023-05-09,Canceled
4c44ebde-b543-4e91-a4ac-1f72a469a380,a27b30f0-dc75-4987-9aed-884ed6920298,2022-11-20,Shipped
2b50efb4-a3c7-47bd-8384-e7224831d594,20afcf65-b4f2-4bd7-b9d8-4eac1618ac32,2024-08-26,Delivered
1710b510-e8b9-4be1-bba7-2e9df3a917e5,d6649817-fd2e-4ce9-87e4-235f17714497,2022-10-20,Shipped
e23e9be7-d892-4acc-aaa1-c0577ef6ec04,1fb48ac4-7aae-4174-ad9a-0912fde89d70,2022-07-12,Delivered
