ShipmentID,OrderID,ShipmentDate,Status,Carrier
159,5870,1/8/2023 14:00,Delayed,USPS
160,840,1/8/2023 15:00,In Transit,DHL
161,10850,1/8/2023 16:00,Delivered,FedEx
162,14095,1/8/2023 17:00,Shipped,UPS
163,7808,1/8/2023 18:00,Shipped,UPS
164,442,1/8/2023 19:00,Shipped,FedEx
165,3956,1/8/2023 20:00,In Transit,USPS
166,5701,1/8/2023 21:00,In Transit,UPS
167,8848,1/8/2023 22:00,Delayed,DHL
168,17527,1/8/2023 23:00,In Transit,DHL
169,2086,1/9/2023 0:00,Shipped,USPS
170,12931,1/9/2023 1:00,Shipped,FedEx
171,9025,1/9/2023 2:00,Delayed,UPS
172,2491,1/9/2023 3:00,Shipped,UPS
173,16582,1/9/2023 4:00,In Transit,FedEx
174,13095,1/9/2023 5:00,Shipped,USPS
175,18840,1/9/2023 6:00,In Transit,UPS
176,15501,1/9/2023 7:00,Shipped,USPS
177,11862,1/9/2023 8:00,Delayed,UPS
178,18172,1/9/2023 9:00,In Transit,FedEx
179,12673,1/9/2023 10:00,In Transit,UPS
180,1565,1/9/2023 11:00,In Transit,USPS
181,8538,1/9/2023 12:00,In Transit,USPS
182,2021,1/9/2023 13:00,In Transit,UPS
183,8830,1/9/2023 14:00,Delayed,DHL
184,2494,1/9/2023 15:00,Shipped,DHL
185,7746,1/9/2023 16:00,Shipped,UPS
186,4325,1/9/2023 17:00,Shipped,UPS
187,15506,1/9/2023 18:00,In Transit,UPS
188,13118,1/9/2023 19:00,Delayed,FedEx
189,6845,1/9/2023 20:00,In Transit,UPS
190,2862,1/9/2023 21:00,In Transit,DHL
191,17101,1/9/2023 22:00,Delivered,UPS
192,9716,1/9/2023 23:00,Delayed,UPS
193,7636,1/10/2023 0:00,In Transit,UPS
194,1162,1/10/2023 1:00,Shipped,UPS
195,1624,1/10/2023 2:00,In Transit,DHL
196,7828,1/10/2023 3:00,Delayed,USPS
197,15443,1/10/2023 4:00,In Transit,USPS
198,16890,1/10/2023 5:00,Shipped,DHL
199,16889,1/10/2023 6:00,Delayed,UPS
200,16699,1/10/2023 7:00,In Transit,USPS
201,14867,1/10/2023 8:00,In Transit,DHL
202,13315,1/10/2023 9:00,In Transit,FedEx
203,18144,1/10/2023 10:00,In Transit,USPS
204,6647,1/10/2023 11:00,Delivered,FedEx
205,5854,1/10/2023 12:00,Delivered,DHL
206,12455,1/10/2023 13:00,Delivered,FedEx
207,5413,1/10/2023 14:00,Shipped,DHL
208,3693,1/10/2023 15:00,Delayed,USPS
209,11766,1/10/2023 16:00,In Transit,USPS
210,7040,1/10/2023 17:00,Shipped,FedEx
211,18049,1/10/2023 18:00,Delayed,UPS
212,4999,1/10/2023 19:00,In Transit,USPS
213,9269,1/10/2023 20:00,Delivered,DHL
214,18340,1/10/2023 21:00,In Transit,DHL
215,16149,1/10/2023 22:00,Delivered,DHL
216,16404,1/10/2023 23:00,Shipped,USPS
217,15614,1/11/2023 0:00,Delivered,FedEx
218,9876,1/11/2023 1:00,Delivered,UPS
219,15306,1/11/2023 2:00,Delivered,UPS
220,16576,1/11/2023 3:00,In Transit,FedEx
221,10349,1/11/2023 4:00,Delayed,FedEx
222,17404,1/11/2023 5:00,Shipped,UPS
223,6133,1/11/2023 6:00,Shipped,DHL
224,10156,1/11/2023 7:00,Delayed,FedEx
225,16703,1/11/2023 8:00,In Transit,FedEx
226,5665,1/11/2023 9:00,Delayed,UPS
227,590,1/11/2023 10:00,Delayed,USPS
228,2938,1/11/2023 11:00,Delivered,FedEx
229,2907,1/11/2023 12:00,Delayed,FedEx
230,12329,1/11/2023 13:00,Delayed,UPS
231,16181,1/11/2023 14:00,Delayed,UPS
232,3224,1/11/2023 15:00,Delayed,FedEx
233,10571,1/11/2023 16:00,Delivered,USPS
234,17207,1/11/2023 17:00,Delayed,DHL
235,735,1/11/2023 18:00,Shipped,FedEx
236,4962,1/11/2023 19:00,Delivered,DHL
237,18086,1/11/2023 20:00,Delayed,USPS
238,7717,1/11/2023 21:00,In Transit,UPS
239,7129,1/11/2023 22:00,Delayed,UPS
240,19887,1/11/2023 23:00,Delayed,
241,1286,1/12/2023 0:00,Shipped,
242,9517,1/12/2023 1:00,Delivered,DHL
243,1367,1/12/2023 2:00,Delivered,FedEx
244,13863,1/12/2023 3:00,Shipped,UPS
245,10629,1/12/2023 4:00,Delayed,USPS
246,6372,1/12/2023 5:00,In Transit,USPS
247,7147,1/12/2023 6:00,In Transit,UPS
248,11110,1/12/2023 7:00,Delivered,UPS
249,6226,1/12/2023 8:00,In Transit,UPS
250,15753,1/12/2023 9:00,Delayed,DHL
251,16663,1/12/2023 10:00,Shipped,DHL
252,5031,1/12/2023 11:00,Delivered,FedEx
253,1602,1/12/2023 12:00,Delivered,
254,11911,1/12/2023 13:00,In Transit,FedEx
255,6580,1/12/2023 14:00,Delayed,UPS
256,12614,1/12/2023 15:00,Shipped,
257,9242,1/12/2023 16:00,Shipped,FedEx
258,3204,1/12/2023 17:00,Shipped,UPS
259,7933,1/12/2023 18:00,Delayed,USPS
260,18740,1/12/2023 19:00,Shipped,FedEx
261,625,1/12/2023 20:00,Delayed,DHL
262,15231,1/12/2023 21:00,In Transit,FedEx
263,6631,1/12/2023 22:00,Shipped,USPS
264,9082,1/12/2023 23:00,Shipped,DHL
265,9953,1/13/2023 0:00,Delayed,UPS
266,2970,1/13/2023 1:00,Shipped,DHL
267,4416,1/13/2023 2:00,Shipped,DHL
268,15731,1/13/2023 3:00,Delayed,FedEx
269,7708,1/13/2023 4:00,Shipped,UPS
270,8285,1/13/2023 5:00,In Transit,FedEx
271,3812,1/13/2023 6:00,Delayed,FedEx
272,103,1/13/2023 7:00,Shipped,UPS
273,6444,1/13/2023 8:00,Shipped,DHL
274,13869,1/13/2023 9:00,Shipped,UPS
275,14477,1/13/2023 10:00,Shipped,USPS
276,11372,1/13/2023 11:00,Shipped,UPS
277,137,1/13/2023 12:00,Delayed,USPS
278,5186,1/13/2023 13:00,Delayed,DHL
279,13820,1/13/2023 14:00,Shipped,UPS
280,15896,1/13/2023 15:00,Delivered,FedEx
281,11737,1/13/2023 16:00,Delivered,FedEx
282,4933,1/13/2023 17:00,Delivered,DHL
283,10400,1/13/2023 18:00,Delivered,FedEx
284,11870,1/13/2023 19:00,In Transit,USPS
285,4598,1/13/2023 20:00,In Transit,FedEx
286,4625,1/13/2023 21:00,In Transit,FedEx
287,10442,1/13/2023 22:00,In Transit,FedEx
288,14547,1/13/2023 23:00,Delayed,DHL
289,19412,1/14/2023 0:00,Delivered,DHL
290,9164,1/14/2023 1:00,Delivered,DHL
291,13413,1/14/2023 2:00,In Transit,DHL
292,118,1/14/2023 3:00,Shipped,FedEx
293,18154,1/14/2023 4:00,Shipped,FedEx
294,11994,1/14/2023 5:00,In Transit,USPS
295,11128,1/14/2023 6:00,Shipped,UPS
296,13515,1/14/2023 7:00,In Transit,USPS
297,3273,1/14/2023 8:00,In Transit,DHL
298,16155,1/14/2023 9:00,In Transit,
299,14880,1/14/2023 10:00,In Transit,
300,8709,1/14/2023 11:00,In Transit,DHL
301,4828,1/14/2023 12:00,Delayed,UPS
302,14986,1/14/2023 13:00,Shipped,USPS
303,18698,1/14/2023 14:00,In Transit,DHL
304,8676,1/14/2023 15:00,In Transit,FedEx
305,6446,1/14/2023 16:00,In Transit,USPS
306,3131,1/14/2023 17:00,Delayed,FedEx
307,3892,1/14/2023 18:00,Delivered,FedEx
308,14577,1/14/2023 19:00,In Transit,UPS
309,19275,1/14/2023 20:00,Delayed,DHL
310,6087,1/14/2023 21:00,Shipped,USPS
311,4647,1/14/2023 22:00,Shipped,FedEx
312,384,1/14/2023 23:00,Delivered,DHL
313,10671,1/15/2023 0:00,Delayed,FedEx
314,883,1/15/2023 1:00,In Transit,UPS
315,18675,1/15/2023 2:00,Delayed,UPS
316,19673,1/15/2023 3:00,Shipped,USPS
317,10418,1/15/2023 4:00,Delayed,USPS
318,11561,1/15/2023 5:00,Delayed,USPS
319,17577,1/15/2023 6:00,Shipped,FedEx
320,18983,1/15/2023 7:00,Shipped,USPS
321,19550,1/15/2023 8:00,Delivered,FedEx
322,13425,1/15/2023 9:00,Delayed,FedEx
323,4633,1/15/2023 10:00,Shipped,USPS
324,2599,1/15/2023 11:00,In Transit,FedEx
325,12259,1/15/2023 12:00,Shipped,USPS
326,1559,1/15/2023 13:00,In Transit,DHL
327,11555,1/15/2023 14:00,In Transit,FedEx
328,18061,1/15/2023 15:00,In Transit,FedEx
329,2600,1/15/2023 16:00,Delayed,DHL
330,1654,1/15/2023 17:00,Delivered,USPS
331,18252,1/15/2023 18:00,Shipped,UPS
332,3317,1/15/2023 19:00,Delayed,USPS
333,15246,1/15/2023 20:00,In Transit,UPS
334,7462,1/15/2023 21:00,Delivered,USPS
335,608,1/15/2023 22:00,Delayed,UPS
336,16449,1/15/2023 23:00,In Transit,FedEx
337,13281,1/16/2023 0:00,Delayed,USPS
338,18485,1/16/2023 1:00,Shipped,FedEx
339,7287,1/16/2023 2:00,In Transit,FedEx
340,19662,1/16/2023 3:00,Shipped,FedEx
341,1610,1/16/2023 4:00,Shipped,FedEx
342,584,1/16/2023 5:00,Shipped,USPS
343,12971,1/16/2023 6:00,Delayed,
344,12902,1/16/2023 7:00,Shipped,DHL
345,1042,1/16/2023 8:00,Shipped,DHL
346,17531,1/16/2023 9:00,In Transit,FedEx
347,4859,1/16/2023 10:00,Delayed,FedEx
348,14351,1/16/2023 11:00,Shipped,USPS
349,13782,1/16/2023 12:00,Delivered,USPS
350,4315,1/16/2023 13:00,Shipped,UPS
351,8099,1/16/2023 14:00,In Transit,USPS
352,19673,1/16/2023 15:00,Delivered,FedEx
353,5053,1/16/2023 16:00,In Transit,UPS
354,8251,1/16/2023 17:00,Delayed,USPS
355,11650,1/16/2023 18:00,Delayed,DHL
356,13056,1/16/2023 19:00,Delayed,USPS
357,5783,1/16/2023 20:00,Delivered,USPS
358,1426,1/16/2023 21:00,Delivered,USPS
359,14370,1/16/2023 22:00,In Transit,DHL
360,19556,1/16/2023 23:00,Shipped,DHL
361,4582,1/17/2023 0:00,In Transit,DHL
362,11059,1/17/2023 1:00,Delayed,USPS
363,9116,1/17/2023 2:00,Shipped,FedEx
364,2047,1/17/2023 3:00,Delivered,UPS
365,16089,1/17/2023 4:00,Delivered,DHL
366,8577,1/17/2023 5:00,In Transit,USPS
367,18459,1/17/2023 6:00,Delayed,FedEx
368,14395,1/17/2023 7:00,Delayed,UPS
369,18890,1/17/2023 8:00,In Transit,FedEx
370,807,1/17/2023 9:00,Shipped,
371,5942,1/17/2023 10:00,Delivered,UPS
372,10954,1/17/2023 11:00,Shipped,UPS
373,19382,1/17/2023 12:00,Shipped,USPS
374,8149,1/17/2023 13:00,Delayed,FedEx
375,15176,1/17/2023 14:00,Shipped,FedEx
376,11890,1/17/2023 15:00,Delayed,DHL
377,3602,1/17/2023 16:00,In Transit,DHL
378,8110,1/17/2023 17:00,Shipped,UPS
379,15991,1/17/2023 18:00,Delivered,UPS
380,16854,1/17/2023 19:00,In Transit,DHL
381,7776,1/17/2023 20:00,Delayed,UPS
382,8048,1/17/2023 21:00,In Transit,USPS
383,7038,1/17/2023 22:00,In Transit,USPS
384,10437,1/17/2023 23:00,In Transit,DHL
385,19828,1/18/2023 0:00,In Transit,FedEx
386,18908,1/18/2023 1:00,Shipped,DHL
387,6556,1/18/2023 2:00,Delivered,FedEx
388,12666,1/18/2023 3:00,Shipped,UPS
389,2290,1/18/2023 4:00,Delivered,FedEx
390,8418,1/18/2023 5:00,Shipped,UPS
391,822,1/18/2023 6:00,Shipped,FedEx
392,4750,1/18/2023 7:00,In Transit,USPS
393,18088,1/18/2023 8:00,Delivered,UPS
394,6352,1/18/2023 9:00,In Transit,UPS
395,3079,1/18/2023 10:00,Delivered,DHL
396,14163,1/18/2023 11:00,In Transit,UPS
397,15510,1/18/2023 12:00,Delivered,FedEx
398,402,1/18/2023 13:00,Delayed,UPS
399,6646,1/18/2023 14:00,Shipped,FedEx
400,19165,1/18/2023 15:00,In Transit,USPS
401,14680,1/18/2023 16:00,In Transit,USPS
402,2440,1/18/2023 17:00,In Transit,USPS
403,15843,1/18/2023 18:00,Delayed,UPS
404,867,1/18/2023 19:00,Delivered,UPS
405,1252,1/18/2023 20:00,Delivered,DHL
406,806,1/18/2023 21:00,In Transit,UPS
407,13898,1/18/2023 22:00,Shipped,DHL
408,951,1/18/2023 23:00,Shipped,UPS
409,5809,1/19/2023 0:00,Delayed,USPS
410,12522,1/19/2023 1:00,Delayed,UPS
411,8806,1/19/2023 2:00,Delivered,FedEx
412,4183,1/19/2023 3:00,Delivered,UPS
413,18255,1/19/2023 4:00,Delayed,UPS
414,10950,1/19/2023 5:00,Delayed,DHL
415,10549,1/19/2023 6:00,In Transit,USPS
416,8624,1/19/2023 7:00,In Transit,USPS
417,12238,1/19/2023 8:00,In Transit,FedEx
418,19733,1/19/2023 9:00,Shipped,FedEx
419,11657,1/19/2023 10:00,Delivered,FedEx
420,17176,1/19/2023 11:00,In Transit,UPS
421,16916,1/19/2023 12:00,In Transit,UPS
422,19619,1/19/2023 13:00,In Transit,USPS
423,10844,1/19/2023 14:00,Delayed,FedEx
424,13105,1/19/2023 15:00,Delayed,FedEx
425,133,1/19/2023 16:00,In Transit,FedEx
426,15408,1/19/2023 17:00,Delivered,USPS
427,6063,1/19/2023 18:00,Shipped,USPS
428,17234,1/19/2023 19:00,Delivered,FedEx
429,16311,1/19/2023 20:00,Delayed,UPS
430,14406,1/19/2023 21:00,In Transit,DHL
431,3439,1/19/2023 22:00,Shipped,DHL
432,17023,1/19/2023 23:00,Delivered,FedEx
433,16662,1/20/2023 0:00,Delayed,DHL
434,15457,1/20/2023 1:00,In Transit,UPS
435,6052,1/20/2023 2:00,Delivered,FedEx
436,14321,1/20/2023 3:00,In Transit,USPS
437,14127,1/20/2023 4:00,Shipped,UPS
438,14427,1/20/2023 5:00,In Transit,DHL
439,8498,1/20/2023 6:00,Shipped,UPS
440,9069,1/20/2023 7:00,Shipped,FedEx
441,15360,1/20/2023 8:00,Shipped,USPS
442,15268,1/20/2023 9:00,Delayed,FedEx
443,15445,1/20/2023 10:00,In Transit,
444,5135,1/20/2023 11:00,Shipped,FedEx
445,19505,1/20/2023 12:00,Delivered,UPS
446,13654,1/20/2023 13:00,Delivered,DHL
447,15430,1/20/2023 14:00,Delivered,DHL
448,17424,1/20/2023 15:00,Delivered,DHL
449,310,1/20/2023 16:00,Delivered,
450,7022,1/20/2023 17:00,Delayed,FedEx
451,18590,1/20/2023 18:00,In Transit,UPS
452,5962,1/20/2023 19:00,Delivered,UPS
453,1091,1/20/2023 20:00,Shipped,FedEx
454,16982,1/20/2023 21:00,Delayed,DHL
455,18495,1/20/2023 22:00,Shipped,FedEx
456,1437,1/20/2023 23:00,In Transit,UPS
457,6005,1/21/2023 0:00,Shipped,UPS
458,5576,1/21/2023 1:00,Delivered,
459,17930,1/21/2023 2:00,In Transit,DHL
460,13113,1/21/2023 3:00,Delayed,USPS
461,19527,1/21/2023 4:00,Delayed,UPS
462,16380,1/21/2023 5:00,Delayed,FedEx
463,16103,1/21/2023 6:00,Delivered,UPS
464,11667,1/21/2023 7:00,Delayed,DHL
465,10126,1/21/2023 8:00,Delivered,DHL
466,4385,1/21/2023 9:00,In Transit,FedEx
467,11132,1/21/2023 10:00,Delayed,USPS
468,12655,1/21/2023 11:00,Shipped,DHL
469,16364,1/21/2023 12:00,Delivered,UPS
470,11457,1/21/2023 13:00,Shipped,USPS
471,17440,1/21/2023 14:00,Delayed,FedEx
472,1009,1/21/2023 15:00,Shipped,UPS
473,4256,1/21/2023 16:00,Delayed,DHL
474,18964,1/21/2023 17:00,Delivered,UPS
475,8670,1/21/2023 18:00,In Transit,USPS
476,8225,1/21/2023 19:00,Delayed,UPS
477,19486,1/21/2023 20:00,In Transit,USPS
478,19825,1/21/2023 21:00,In Transit,UPS
479,7471,1/21/2023 22:00,Shipped,UPS
480,14600,1/21/2023 23:00,Delivered,UPS
481,7241,1/22/2023 0:00,Delayed,UPS
482,2989,1/22/2023 1:00,Delayed,FedEx
483,17529,1/22/2023 2:00,In Transit,FedEx
484,5328,1/22/2023 3:00,Delivered,DHL
485,6108,1/22/2023 4:00,Delayed,UPS
486,17335,1/22/2023 5:00,In Transit,UPS
487,9537,1/22/2023 6:00,Shipped,DHL
488,10450,1/22/2023 7:00,Shipped,DHL
489,6351,1/22/2023 8:00,Shipped,USPS
490,18733,1/22/2023 9:00,Delivered,DHL
491,12791,1/22/2023 10:00,Delayed,UPS
492,10484,1/22/2023 11:00,Delayed,UPS
493,18039,1/22/2023 12:00,Delayed,FedEx
494,14160,1/22/2023 13:00,In Transit,USPS
495,10057,1/22/2023 14:00,Delayed,FedEx
496,13149,1/22/2023 15:00,In Transit,UPS
497,4432,1/22/2023 16:00,Delivered,FedEx
498,2536,1/22/2023 17:00,Shipped,USPS
499,15100,1/22/2023 18:00,Delayed,FedEx
500,13606,1/22/2023 19:00,Shipped,UPS
501,17057,1/22/2023 20:00,In Transit,USPS
502,13017,1/22/2023 21:00,Delivered,FedEx
503,6087,1/22/2023 22:00,Delivered,FedEx
504,1583,1/22/2023 23:00,In Transit,DHL
505,8033,1/23/2023 0:00,Shipped,DHL
506,5895,1/23/2023 1:00,Delivered,DHL
507,7691,1/23/2023 2:00,In Transit,UPS
508,9170,1/23/2023 3:00,Delivered,DHL
509,11979,1/23/2023 4:00,Delivered,DHL
510,4437,1/23/2023 5:00,In Transit,UPS
511,2035,1/23/2023 6:00,Delivered,DHL
512,4077,1/23/2023 7:00,Delivered,UPS
513,16780,1/23/2023 8:00,Delivered,UPS
514,5070,1/23/2023 9:00,In Transit,USPS
515,6064,1/23/2023 10:00,Shipped,UPS
516,15476,1/23/2023 11:00,Shipped,USPS
517,5455,1/23/2023 12:00,Shipped,FedEx
518,19352,1/23/2023 13:00,Delivered,UPS
519,17301,1/23/2023 14:00,Delayed,DHL
520,9185,1/23/2023 15:00,Shipped,UPS
521,7444,1/23/2023 16:00,Delivered,DHL
522,14714,1/23/2023 17:00,Delivered,DHL
523,7495,1/23/2023 18:00,Shipped,UPS
524,12580,1/23/2023 19:00,In Transit,DHL
525,1314,1/23/2023 20:00,Delayed,USPS
526,8920,1/23/2023 21:00,Delivered,USPS
527,15366,1/23/2023 22:00,Delivered,
528,18392,1/23/2023 23:00,Shipped,DHL
529,2892,1/24/2023 0:00,In Transit,FedEx
530,19743,1/24/2023 1:00,In Transit,UPS
531,7454,1/24/2023 2:00,In Transit,DHL
532,6163,1/24/2023 3:00,Delivered,UPS
533,16534,1/24/2023 4:00,Shipped,DHL
534,4509,1/24/2023 5:00,In Transit,USPS
535,5267,1/24/2023 6:00,Delivered,USPS
536,5334,1/24/2023 7:00,Delivered,
537,8056,1/24/2023 8:00,Delivered,UPS
538,2224,1/24/2023 9:00,Delayed,FedEx
539,13877,1/24/2023 10:00,Delayed,FedEx
540,1316,1/24/2023 11:00,Delivered,DHL
541,2436,1/24/2023 12:00,In Transit,USPS
542,16015,1/24/2023 13:00,Shipped,FedEx
543,10943,1/24/2023 14:00,Shipped,FedEx
544,15742,1/24/2023 15:00,Shipped,USPS
545,18133,1/24/2023 16:00,In Transit,DHL
546,6270,1/24/2023 17:00,Delayed,DHL
547,4176,1/24/2023 18:00,In Transit,FedEx
548,8444,1/24/2023 19:00,In Transit,FedEx
549,2688,1/24/2023 20:00,Shipped,FedEx
550,5216,1/24/2023 21:00,Delayed,DHL
551,3332,1/24/2023 22:00,Delayed,FedEx
552,15316,1/24/2023 23:00,Shipped,DHL
553,4071,1/25/2023 0:00,Shipped,FedEx
554,14029,1/25/2023 1:00,Shipped,UPS
555,2029,1/25/2023 2:00,Delivered,USPS
